Company,Catagory,Date,High,Low,Average,Standard Deviation
NIKE Inc,manufacturing,2018-03-03,68.550003,67.150002,67.8500025,0.9899502008
NIKE Inc,manufacturing,2018-03-04,67.879997,66.489998,67.1849975,0.9828777187
NIKE Inc,manufacturing,2018-03-05,67.199997,66.519997,66.859997,0.4808326112
NIKE Inc,manufacturing,2018-03-06,68,67.07,67.535,0.6576093065
NIKE Inc,manufacturing,2018-03-07,68.330002,66.980003,67.6550025,0.9545934475
NIKE Inc,manufacturing,2018-03-08,67.980003,67.059998,67.5200005,0.6505417742
NIKE Inc,manufacturing,2018-03-09,67.669998,67.279999,67.4749985,0.2757709376
NIKE Inc,manufacturing,2018-03-10,67.739998,66.160004,66.950001,1.117224472
NIKE Inc,manufacturing,2018-03-11,66.300003,64.989998,65.6450005,0.9263134189
NIKE Inc,manufacturing,2018-03-12,66.110001,65.449997,65.779999,0.466693304
NIKE Inc,manufacturing,2018-03-13,67.029999,65.949997,66.489998,0.7636767379
NIKE Inc,manufacturing,2018-03-14,67.510002,66.720001,67.1150015,0.5586150642
NIKE Inc,manufacturing,2018-03-15,67,66.25,66.625,0.5303300859
NIKE Inc,manufacturing,2018-03-16,68.290001,66.639999,67.465,1.166727603
NIKE Inc,manufacturing,2018-03-17,70,68.449997,69.2249985,1.096017632
NIKE Inc,manufacturing,2018-03-18,69.809998,68.389999,69.0999985,1.004090922
NIKE Inc,manufacturing,2018-03-19,68.209999,67.029999,67.619999,0.8343860018
NIKE Inc,manufacturing,2018-03-20,68.559998,67.480003,68.0200005,0.7636717881
NIKE Inc,manufacturing,2018-03-21,67.849998,66.639999,67.2449985,0.8555984981
NIKE Inc,manufacturing,2018-03-22,68.330002,66.800003,67.5650025,1.081872668
NIKE Inc,manufacturing,2018-03-23,69.419998,68.059998,68.739998,0.9616652224
NIKE Inc,manufacturing,2018-03-24,69.230003,68.199997,68.715,0.7283242273
NIKE Inc,manufacturing,2018-03-25,68.470001,67.010002,67.7400015,1.032375193
NIKE Inc,manufacturing,2018-03-26,68.269997,67.330002,67.7999995,0.6646768388
NIKE Inc,manufacturing,2018-03-27,68.529999,67.910004,68.2200015,0.4384026688
NIKE Inc,manufacturing,2018-03-28,68.889999,68.110001,68.5,0.5515418751
NIKE Inc,manufacturing,2018-03-29,69.519997,68.230003,68.875,0.9121635051
NIKE Inc,manufacturing,2018-03-30,71.510002,69.620003,70.5650025,1.336431109
NIKE Inc,manufacturing,2018-03-31,71.599998,70.82,71.209999,0.5515418751
NIKE Inc,manufacturing,2018-04-01,71.589996,70.470001,71.0299985,0.7919560594
NIKE Inc,manufacturing,2018-04-02,71.699997,70.709999,71.204998,0.7000342992
NIKE Inc,manufacturing,2018-04-03,72.190002,71.260002,71.725002,0.6576093065
NIKE Inc,manufacturing,2018-04-04,71.919998,70.830002,71.375,0.7707435631
NIKE Inc,manufacturing,2018-04-05,72.279999,71.32,71.7999995,0.6788218028
NIKE Inc,manufacturing,2018-04-06,73.489998,71.629997,72.5599975,1.31521932
NIKE Inc,manufacturing,2018-04-07,71.610001,70.43,71.0200005,0.8343867089
NIKE Inc,manufacturing,2018-04-08,72.290001,70.940002,71.6150015,0.9545934475
NIKE Inc,manufacturing,2018-04-09,72.220001,71.239998,71.7299995,0.6929667669
NIKE Inc,manufacturing,2018-04-10,72.949997,72.120003,72.535,0.5868943857
NIKE Inc,manufacturing,2018-04-11,73.870003,72.790001,73.330002,0.7636767379
NIKE Inc,manufacturing,2018-04-12,74.220001,73.139999,73.68,0.7636767379
NIKE Inc,manufacturing,2018-04-13,74.940002,74.190002,74.565002,0.5303300859
NIKE Inc,manufacturing,2018-04-14,75.910004,74.650002,75.280003,0.8909559585
NIKE Inc,manufacturing,2018-04-15,75.07,74.300003,74.6850015,0.5444701002
NIKE Inc,manufacturing,2018-04-16,75.209999,74.540001,74.875,0.4737601292
NIKE Inc,manufacturing,2018-04-17,74.610001,74.07,74.3400005,0.3818383689
NIKE Inc,manufacturing,2018-04-18,74.900002,73.989998,74.445,0.6434699993
NIKE Inc,manufacturing,2018-04-19,75.150002,74.349998,74.75,0.5656882534
NIKE Inc,manufacturing,2018-04-20,75.849998,74.5,75.174999,0.9545927404
NIKE Inc,manufacturing,2018-04-21,75.760002,74.910004,75.335003,0.6010393498
NIKE Inc,manufacturing,2018-04-22,74.919998,73.650002,74.285,0.8980227837
NIKE Inc,manufacturing,2018-04-23,74.910004,73.970001,74.4400025,0.6646824956
NIKE Inc,manufacturing,2018-04-24,74.790001,73.550003,74.170002,0.8768109945
NIKE Inc,manufacturing,2018-04-25,74.410004,73.209999,73.8100015,0.848531673
NIKE Inc,manufacturing,2018-04-26,73.360001,72.029999,72.695,0.9404534332
NIKE Inc,manufacturing,2018-04-27,73.290001,72.349998,72.8199995,0.6646824956
NIKE Inc,manufacturing,2018-04-28,72.949997,71.150002,72.0499995,1.272788671
NIKE Inc,manufacturing,2018-04-29,72.120003,71.349998,71.7350005,0.544475757
NIKE Inc,manufacturing,2018-04-30,81,78.360001,79.6800005,1.866761195
NIKE Inc,manufacturing,2018-05-01,79.480003,77.019997,78.25,1.739486924
NIKE Inc,manufacturing,2018-05-02,77.889999,76.099998,76.9949985,1.265721845
NIKE Inc,manufacturing,2018-05-03,77.419998,76.139999,76.7799985,0.9050959728
NIKE Inc,manufacturing,2018-05-04,77.080002,76.07,76.575001,0.7141792632
NIKE Inc,manufacturing,2018-05-05,77.379997,76.349998,76.8649975,0.7283192775
NIKE Inc,manufacturing,2018-05-06,78.089996,77.160004,77.625,0.6576036496
NIKE Inc,manufacturing,2018-05-07,77.639999,76.830002,77.2350005,0.5727543714
NIKE Inc,manufacturing,2018-05-08,78.18,77.230003,77.7050015,0.6717493208
NIKE Inc,manufacturing,2018-05-09,77.610001,77.139999,77.375,0.3323416014
NIKE Inc,manufacturing,2018-05-10,78.099998,77.300003,77.7000005,0.5656818894
NIKE Inc,manufacturing,2018-05-11,78.019997,77.400002,77.7099995,0.4384026688
NIKE Inc,manufacturing,2018-05-12,77.620003,76.32,76.9700015,0.9192409369
NIKE Inc,manufacturing,2018-05-13,77.160004,75.800003,76.4800035,0.9616659295
NIKE Inc,manufacturing,2018-05-14,77.080002,76.160004,76.620003,0.6505368245
NIKE Inc,manufacturing,2018-05-15,76.949997,76.129997,76.539997,0.5798275606
NIKE Inc,manufacturing,2018-05-16,77.089996,75.440002,76.264999,1.166721946
NIKE Inc,manufacturing,2018-05-17,77.18,75.059998,76.119999,1.49906779
NIKE Inc,manufacturing,2018-05-18,78.440002,76.82,77.630001,1.1455144
NIKE Inc,manufacturing,2018-05-19,78.410004,76.790001,77.6000025,1.145515107
NIKE Inc,manufacturing,2018-05-20,76.959999,75.43,76.1949995,1.081872668
NIKE Inc,manufacturing,2018-05-21,77.589996,76.160004,76.875,1.01115704
NIKE Inc,manufacturing,2018-05-22,78.059998,76.5,77.279999,1.103085164
NIKE Inc,manufacturing,2018-05-23,79.07,77.400002,78.235001,1.18086691
NIKE Inc,manufacturing,2018-05-24,78.980003,78.440002,78.7100025,0.3818383689
NIKE Inc,manufacturing,2018-05-25,79.580002,78.43,79.005001,0.8131742126
NIKE Inc,manufacturing,2018-05-26,80.629997,79.269997,79.949997,0.9616652224
NIKE Inc,manufacturing,2018-05-27,81.080002,80.040001,80.5600015,0.7353917595
NIKE Inc,manufacturing,2018-05-28,81.879997,80.410004,81.1450005,1.039442019
NIKE Inc,manufacturing,2018-05-29,81.290001,80.290001,80.790001,0.7071067812
NIKE Inc,manufacturing,2018-05-30,81.150002,80.010002,80.580002,0.8061017306
NIKE Inc,manufacturing,2018-05-31,80.849998,79.68,80.264999,0.8273135198
NIKE Inc,manufacturing,2018-06-01,79.860001,79.120003,79.490002,0.5232576039
NIKE Inc,manufacturing,2018-06-02,80.610001,79.800003,80.205002,0.5727550785
NIKE Inc,manufacturing,2018-06-03,80.440002,79.68,80.060001,0.5374025679
NIKE Inc,manufacturing,2018-06-04,82.419998,80.949997,81.6849975,1.039447675
NIKE Inc,manufacturing,2018-06-05,83.080002,82.019997,82.5499995,0.7495367236
NIKE Inc,manufacturing,2018-06-06,83.68,82.279999,82.9799995,0.9899502008
NIKE Inc,manufacturing,2018-06-07,83.57,82.339996,82.954998,0.8697441693
NIKE Inc,manufacturing,2018-06-08,82.879997,82.099998,82.4899975,0.5515425822
NIKE Inc,manufacturing,2018-06-09,83.449997,82.230003,82.84,0.8626660304
NIKE Inc,manufacturing,2018-06-10,83.629997,82.480003,83.055,0.8131685557
NIKE Inc,manufacturing,2018-06-11,83.099998,82.220001,82.6599995,0.6222518461
NIKE Inc,manufacturing,2018-06-12,82.760002,81.010002,81.885002,1.237436867
NIKE Inc,manufacturing,2018-06-13,82.25,81.25,81.75,0.7071067812
NIKE Inc,manufacturing,2018-06-14,80.970001,79,79.9850005,1.393001066
NIKE Inc,manufacturing,2018-06-15,80.32,79.300003,79.8100015,0.7212467955
NIKE Inc,manufacturing,2018-06-16,80.839996,79.769997,80.3049965,0.7566035488
NIKE Inc,manufacturing,2018-06-17,81.160004,80.010002,80.585003,0.8131742126
NIKE Inc,manufacturing,2018-06-18,82.440002,81.220001,81.8300015,0.8626709802
NIKE Inc,manufacturing,2018-06-19,83.580002,82.550003,83.0650025,0.7283192775
NIKE Inc,manufacturing,2018-06-20,83.040001,82.040001,82.540001,0.7071067812
NIKE Inc,manufacturing,2018-06-21,83.900002,83.120003,83.5100025,0.5515425822
NIKE Inc,manufacturing,2018-06-22,83.839996,83.059998,83.449997,0.5515418751
NIKE Inc,manufacturing,2018-06-23,83.93,82.940002,83.435001,0.7000342992
NIKE Inc,manufacturing,2018-06-24,85.349998,83.239998,84.294998,1.491995308
NIKE Inc,manufacturing,2018-06-25,85.849998,84.120003,84.9850005,1.223291196
NIKE Inc,manufacturing,2018-06-26,85.870003,84.93,85.4000015,0.6646824956
NIKE Inc,manufacturing,2018-06-27,86.040001,85.010002,85.5250015,0.7283192775
NIKE Inc,manufacturing,2018-06-28,85.260002,84.25,84.755001,0.7141792632
NIKE Inc,manufacturing,2018-06-29,85.099998,84.07,84.584999,0.7283185704
NIKE Inc,manufacturing,2018-06-30,84.730003,81.949997,83.34,1.965761094
NIKE Inc,manufacturing,2018-07-01,84.919998,83.730003,84.3250005,0.8414535341
NIKE Inc,manufacturing,2018-07-02,85.269997,84.25,84.7599985,0.7212467955
NIKE Inc,manufacturing,2018-07-03,85.849998,84.370003,85.1100005,1.046514501
NIKE Inc,manufacturing,2018-07-04,84.550003,82.5,83.5250015,1.449571023
NIKE Inc,manufacturing,2018-07-05,82.959999,81.75,82.3549995,0.8555984981
NIKE Inc,manufacturing,2018-07-06,82.480003,80.019997,81.25,1.739486924
NIKE Inc,manufacturing,2018-07-07,80.989998,79.43,80.209999,1.103085164
NIKE Inc,manufacturing,2018-07-08,80.540001,79.080002,79.8100015,1.032375193
NIKE Inc,manufacturing,2018-07-09,81.489998,80.160004,80.825001,0.9404477763
NIKE Inc,manufacturing,2018-07-10,80.040001,74.769997,77.404999,3.726455565
NIKE Inc,manufacturing,2018-07-11,77.07,73.900002,75.485001,2.241527082
NIKE Inc,manufacturing,2018-07-12,76.860001,74.910004,75.8850025,1.378856102
NIKE Inc,manufacturing,2018-07-13,76.160004,74.970001,75.5650025,0.8414591909
NIKE Inc,manufacturing,2018-07-14,77.650002,75.32,76.485001,1.647560214
NIKE Inc,manufacturing,2018-07-15,77.800003,75.940002,76.8700025,1.31521932
NIKE Inc,manufacturing,2018-07-16,77.410004,75,76.205002,1.704130171
NIKE Inc,manufacturing,2018-07-17,76.050003,74.139999,75.095001,1.35057678
NIKE Inc,manufacturing,2018-07-18,75.209999,74.300003,74.755001,0.6434643425
NIKE Inc,manufacturing,2018-07-19,74.379997,72.07,73.2249985,1.633414543
NIKE Inc,manufacturing,2018-07-20,74.610001,71.949997,73.279999,1.880906866
NIKE Inc,manufacturing,2018-07-21,73.5,72.230003,72.8650015,0.8980234908
NIKE Inc,manufacturing,2018-07-22,72.709999,70.690002,71.7000005,1.428353577
NIKE Inc,manufacturing,2018-07-23,74.010002,71.389999,72.7000005,1.852621888
NIKE Inc,manufacturing,2018-07-24,74.639999,72.809998,73.7249985,1.294006117
NIKE Inc,manufacturing,2018-07-25,76.339996,74.919998,75.629997,1.004090215
NIKE Inc,manufacturing,2018-07-26,76.839996,74.839996,75.839996,1.414213562
NIKE Inc,manufacturing,2018-07-27,78.589996,75.709999,77.1499975,2.036465408
NIKE Inc,manufacturing,2018-07-28,77.769997,76.050003,76.91,1.216219421
NIKE Inc,manufacturing,2018-07-29,77.580002,76.360001,76.9700015,0.8626709802
NIKE Inc,manufacturing,2018-07-30,78.230003,76.57,77.4000015,1.173799378
NIKE Inc,manufacturing,2018-07-31,78.160004,77.239998,77.700001,0.6505424813
NIKE Inc,manufacturing,2018-08-01,77.769997,75.529999,76.649998,1.583917776
NIKE Inc,manufacturing,2018-08-02,76.769997,74.989998,75.8799975,1.258649363
NIKE Inc,manufacturing,2018-08-03,76.269997,74.839996,75.5549965,1.011163404
NIKE Inc,manufacturing,2018-08-04,77.489998,74.889999,76.1899985,1.838476924
NIKE Inc,manufacturing,2018-08-05,74.669998,72.889999,73.7799985,1.258649363
NIKE Inc,manufacturing,2018-08-06,75.519997,73.059998,74.2899975,1.739481975
NIKE Inc,manufacturing,2018-08-07,74.75,71.860001,73.3050005,2.043537891
NIKE Inc,manufacturing,2018-08-08,72.07,69.519997,70.7949985,1.803124413
NIKE Inc,manufacturing,2018-08-09,72.900002,71.809998,72.355,0.7707492199
NIKE Inc,manufacturing,2018-08-10,72.519997,71.410004,71.9650005,0.7848835774
NIKE Inc,manufacturing,2018-08-11,73,72.269997,72.6349985,0.5161900716
NIKE Inc,manufacturing,2018-08-12,72.550003,71.300003,71.925003,0.8838834765
NIKE Inc,manufacturing,2018-08-13,74.760002,72.300003,73.5300025,1.739481975
NIKE Inc,manufacturing,2018-08-14,74.949997,73.32,74.1349985,1.152581932
NIKE Inc,manufacturing,2018-08-15,75.480003,73.900002,74.6900025,1.117229421
NIKE Inc,manufacturing,2018-08-16,79,76.93,77.965,1.463711037
NIKE Inc,manufacturing,2018-08-17,78.400002,75.410004,76.905003,2.114247862
NIKE Inc,manufacturing,2018-08-18,75.57,73.589996,74.579998,1.400074255
NIKE Inc,manufacturing,2018-08-19,75.970001,72.870003,74.420002,2.192029607
NIKE Inc,manufacturing,2018-08-20,73.709999,70.610001,72.16,2.192029607
NIKE Inc,manufacturing,2018-08-21,74.57,72.559998,73.564999,1.421286044
NIKE Inc,manufacturing,2018-08-22,75.279999,73.510002,74.3950005,1.251576881
NIKE Inc,manufacturing,2018-08-23,74.589996,72.589996,73.589996,1.414213562
NIKE Inc,manufacturing,2018-08-24,73.650002,71.410004,72.530003,1.583917776
NIKE Inc,manufacturing,2018-08-25,71.769997,69.459999,70.614998,1.63341525
NIKE Inc,manufacturing,2018-08-26,72.410004,70.43,71.420002,1.400074255
NIKE Inc,manufacturing,2018-08-27,72,68.32,70.16,2.602152955
NIKE Inc,manufacturing,2018-08-28,69.57,66.529999,68.0499995,2.149605322
Twitter Inc,social networking,2017-12-20,25.440001,24.690001,25.065001,0.5303300859
Twitter Inc,social networking,2017-12-21,25.559999,24.700001,25.13,0.6081104176
Twitter Inc,social networking,2017-12-22,25.27,24.379999,24.8249995,0.6293257424
Twitter Inc,social networking,2017-12-26,24.57,24.129999,24.3499995,0.3111276908
Twitter Inc,social networking,2017-12-27,24.540001,24.07,24.3050005,0.3323408943
Twitter Inc,social networking,2017-12-28,24.6,24.17,24.385,0.3040559159
Twitter Inc,social networking,2017-12-29,24.33,23.91,24.12,0.2969848481
Twitter Inc,social networking,2018-01-02,24.57,23.85,24.21,0.5091168825
Twitter Inc,social networking,2018-01-03,24.68,24.07,24.375,0.4313351365
Twitter Inc,social networking,2018-01-04,24.59,23.690001,24.1400005,0.636395396
Twitter Inc,social networking,2018-01-05,24.57,23.879999,24.2249995,0.4879043861
Twitter Inc,social networking,2018-01-08,24.780001,23.879999,24.33,0.6363975173
Twitter Inc,social networking,2018-01-09,24.709999,24.07,24.3899995,0.4525476329
Twitter Inc,social networking,2018-01-10,24.42,23.76,24.09,0.4666904756
Twitter Inc,social networking,2018-01-11,24.370001,23.9,24.1350005,0.3323408943
Twitter Inc,social networking,2018-01-12,25.85,24.93,25.39,0.6505382387
Twitter Inc,social networking,2018-01-16,25.709999,24.51,25.1099995,0.8485274303
Twitter Inc,social networking,2018-01-17,24.950001,24.219999,24.585,0.5161893645
Twitter Inc,social networking,2018-01-18,24.52,23.719999,24.1199995,0.5656861321
Twitter Inc,social networking,2018-01-19,24.219999,23.5,23.8599995,0.5091161753
Twitter Inc,social networking,2018-01-22,23.5,22.860001,23.1800005,0.4525476329
Twitter Inc,social networking,2018-01-23,23.17,22.41,22.79,0.5374011537
Twitter Inc,social networking,2018-01-24,23.049999,22.1,22.5749995,0.671750735
Twitter Inc,social networking,2018-01-25,22.68,22.040001,22.3600005,0.4525476329
Twitter Inc,social networking,2018-01-26,24.35,22.299999,23.3249995,1.449569609
Twitter Inc,social networking,2018-01-29,25.549999,24.1,24.8249995,1.025304126
Twitter Inc,social networking,2018-01-30,26.4,24.549999,25.4749995,1.308148252
Twitter Inc,social networking,2018-01-31,26.65,25.139999,25.8949995,1.067731947
Twitter Inc,social networking,2018-02-01,27.33,25.440001,26.3850005,1.336431109
Twitter Inc,social networking,2018-02-02,27.030001,25.700001,26.365001,0.940452019
Twitter Inc,social networking,2018-02-05,26.639999,24.1,25.3699995,1.796050517
Twitter Inc,social networking,2018-02-06,25.58,24.200001,24.8900005,0.9758066509
Twitter Inc,social networking,2018-02-07,27.08,25.76,26.42,0.9333809512
Twitter Inc,social networking,2018-02-08,35,29.709999,32.3549995,3.74059558
Twitter Inc,social networking,2018-02-09,31.809999,29.68,30.7449995,1.506136737
Twitter Inc,social networking,2018-02-12,31.9,30.860001,31.3800005,0.7353903453
Twitter Inc,social networking,2018-02-13,33.650002,30.639999,32.1450005,2.128393533
Twitter Inc,social networking,2018-02-14,33.98,32.549999,33.2649995,1.011163404
Twitter Inc,social networking,2018-02-15,34.380001,33.060001,33.720001,0.9333809512
Twitter Inc,social networking,2018-02-16,33.5,32.68,33.09,0.5798275606
Twitter Inc,social networking,2018-02-20,33.57,32.68,33.125,0.6293250353
Twitter Inc,social networking,2018-02-21,34.060001,32.650002,33.3550015,0.9970198544
Twitter Inc,social networking,2018-02-22,33.450001,31.629999,32.54,1.286935756
Twitter Inc,social networking,2018-02-23,32.689999,31.969999,32.329999,0.5091168825
Twitter Inc,social networking,2018-02-26,32.700001,31.959999,32.33,0.5232604323
Twitter Inc,social networking,2018-02-27,32.209999,31.26,31.7349995,0.671750735
Twitter Inc,social networking,2018-02-28,32.849998,31.469999,32.1599985,0.9758066509
Twitter Inc,social networking,2018-03-01,32.560001,31.26,31.9100005,0.9192395226
Twitter Inc,social networking,2018-03-02,33.029999,31.49,32.2599995,1.088943736
Twitter Inc,social networking,2018-03-05,34.950001,32.580002,33.7650015,1.675842364
Twitter Inc,social networking,2018-03-06,34.950001,33.860001,34.405001,0.7707463915
Twitter Inc,social networking,2018-03-07,35.82,33.990002,34.905001,1.294003995
Twitter Inc,social networking,2018-03-08,35.84,34.68,35.26,0.8202438662
Twitter Inc,social networking,2018-03-09,35.5,34.939999,35.2199995,0.3959805046
Twitter Inc,social networking,2018-03-12,35.73,34.830002,35.280001,0.6363946889
Twitter Inc,social networking,2018-03-13,35.529999,33.900002,34.7150005,1.152581932
Twitter Inc,social networking,2018-03-14,36.799999,34.09,35.4449995,1.91625867
Twitter Inc,social networking,2018-03-15,36.48,35.400002,35.940001,0.7636739095
Twitter Inc,social networking,2018-03-16,36.200001,35.52,35.8600005,0.4808333183
Twitter Inc,social networking,2018-03-19,35.740002,34.41,35.075001,0.9404534332
Twitter Inc,social networking,2018-03-20,34.950001,30.610001,32.780001,3.06884343
Twitter Inc,social networking,2018-03-21,33.150002,32.049999,32.6000005,0.7778195806
Twitter Inc,social networking,2018-03-22,32.130001,31.18,31.6550005,0.6717521492
Twitter Inc,social networking,2018-03-23,32,30.790001,31.3950005,0.8555984981
Twitter Inc,social networking,2018-03-26,32.470001,30.700001,31.585001,1.251579003
Twitter Inc,social networking,2018-03-27,31.9,27.879999,29.8899995,2.842569967
Twitter Inc,social networking,2018-03-28,29.110001,27.389999,28.25,1.216225078
Twitter Inc,social networking,2018-03-29,29.33,27.9,28.615,1.011162697
Twitter Inc,social networking,2018-04-02,28.77,27.75,28.26,0.7212489168
Twitter Inc,social networking,2018-04-03,28.870001,27.219999,28.045,1.166727603
Twitter Inc,social networking,2018-04-04,28.34,26.6,27.47,1.230365799
Twitter Inc,social networking,2018-04-05,29.33,28.1,28.715,0.8697413409
Twitter Inc,social networking,2018-04-06,29.059999,27.969999,28.514999,0.7707463915
